overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
4.0,True,"11 8, 2015",AKV7Z2RU3LNP3,B0009WFNAQ,"{'Size:': ' 30ml', 'Color:': ' Royal Blue'}",Herb Smiley,I like it.,Four Stars,1446940800,,
4.0,True,"08 6, 2017",A120KBT5UAQEZP,B01B52ZQNM,,Wayne Paterson,"Works pretty well. You can get similar VOIP for cheaper (e.g. callcentric) where the hardware can be used with other services. This is pretty much plug and play once you get through the poorly organized web site. The main advantage of Ooma is it's accepted by some alarm companies while other VOIP providers are not explicitly accepted; its the only one AlarmRelay lists other than cable and FIOS solutions. With existing phones, the sound is too loud. Dont bother with the optional handset unless you really hate wires; batteries barely last a day outside the charger.",Its nice if you need it,1501977600,3,
4.0,True,"03 8, 2016",A567HBSX35U7X,B0016L2XW0,{'Color:': ' Assorted Translucent'},Call me KID,"I'll say four stars, I like the colors.  The container came cracked and broken, but the thumb tacs are fine.  I'm sure their not the best strongest plasic.  For my needs though they suffice just fine.  Some in the wall to hold up pics and cards.  Some in my cork board tiles.  I don't think I'd want to hang anything bigger than an 8 x 10 frame on one of these.  They do feel cheap.  But like I said so what.  Most people use them to hold up a sheet of paper or a poster.  Wouldn't recommend hammering these.  Did I say the colors are pretty, LOL.",For basic needs their just fine and pretty.,1457395200,,
4.0,True,"03 9, 2017",A2SII19JRRODPM,B011KNRIMI,{'Size:': ' 8-Sheets'},R. Rooker,Sheds as it should - a bit slow but will do the job.,Four Stars,1489017600,,
4.0,True,"11 20, 2016",A37GDYYSULGP0A,B00006HZCH,,William Holich,I like it,Four Stars,1479600000,,
4.0,True,"06 1, 2015",A3IIQQLLYEU6V1,B00LEELYYW,{'Size:': ' 1'},girlypants,The gel pens are a fantastic range of colors.  They take a few seconds to get going but once the ink is flowing you are good to go.  I originally bought them to use in a coloring book but they so far have been used to send wedding thank you cards and work great!  I love the colors to choose from and they look great on most papers I have tried.  These will for sure be bought again when they run out.  That is the only negative is that they do seem to drain rather quickly but I have noticed all gel pens seem to run out faster than other types.,Great selection of colors,1433116800,,
4.0,True,"03 30, 2015",A3TBI4UY6QSZSU,B000LPFUG8,,DOVE,"This cart is well designed.  I am moving to a small 2 bedroom apartment soon and some of the issues I had before the purchase was storage, capacity and strength.  I need to use it for bringing in groceries and 24 bottle cases of water from my car and laundry from my apartment to the laundry room.  It folds up nicely for compact storage, has the capacity to carry several bags of groceries and water (in a seperate trip), and a couple large loads of laundry.  The selling point for me was a comment I read about carrying cases of water in it, but I would only carry one at a time as oppossed to the reviewer that loaded two or thriee at a time.  It is a very impressive cart and giving it 4 stars without even using it right now.  I will update with my experience.",IMPRESSED !!!,1427673600,,
4.0,True,"11 22, 2015",AMB498Y1CKTXW,B00006IFBG,"{'Size:': ' 4 oz', 'Color:': ' Washable'}",Sprinklemonkey,This is your basic school glue.  It is nice it is the same as when I was a child and it is by a brand I trust. Not much more I need to know this is a good glue.  It works great when given time to dry and hold construction paper well.  Does not work on plastics (like googley eyes) as well and they do fall off sometimes which is why I gave it a 4 star rating.,It is nice it is the same as when I was a ...,1448150400,,
4.0,True,"04 23, 2018",A35JCASWZL0XBH,B00QHBMKOU,"{'Size:': ' 4-Count', 'Color:': ' Black', 'Style:': ' Medium Tip'}",Gadget Queen,"It's exactly what I needed. The tip is more of a fine point but easy to use, does not bleed through your paper.",Paper Mate Flair Felt Tip Pens,1524441600,,
4.0,True,"02 8, 2015",A24WFX8POJY11Q,B00GNW573O,{'Style Name:': ' Hand-hell White Light'},Jhl_copy,It has cheapy looking than picture on Amazon.com. Other than that it is working fine.,Other than that it is working fine.,1423353600,,
4.0,True,"05 28, 2014",ASM1YXKJZADC,B007G50XH2,,S. A.,"Not bad at all - good print quality for a replacement toner.  I would love
to find a knock off I can use on an ongoing basis.",One of the better replacements I've had,1401235200,,
4.0,True,"11 11, 2016",AH4TAT5BMY6XN,B000GRA8MM,{'Style:': ' 2 Horizontal'},V. Pierce,It does the job. I'm quite happy with it.,It's totally fine,1478822400,,
4.0,True,"09 14, 2016",A362TTOJYB4A9Y,B0006HVGW8,"{'Size:': ' White Paper', 'Color:': ' Black'}",Stephen,Great for my college class.,Four Stars,1473811200,,
4.0,True,"10 26, 2015",A3VJHOY1CIUCJ1,B00R1ORVYQ,,brian,I like it,Four Stars,1445817600,,
4.0,True,"02 25, 2018",AZTBPWMQNDVFM,B00154YWJ0,"{'Size:': ' 500 Sheets', 'style name:': ' Ledger'}",DanielE,"Nice and bright. Feeds through our older machine with no problems. The paper wrapping was torn on arrival, but as it was shipped in a box no damage was done.",Nice and bright paper,1519516800,,
4.0,True,"02 23, 2015",A3EBGYBENYTGJB,B00MG187WO,,Leighann Larsen,"I got this for a friend after I had bought her the kitty post it note holder.  It is fun and cute, but definitely lighter than the post it note cat.  I would still encourage it as a gift for cat lovers.",Fun!,1424649600,,
4.0,True,"01 25, 2015",A3PBC8NZDJVKG,B0036IUSB4,,Scott,"The clips on the back are slip on clips rather than clamps, which I prefer.  Other than that a great product for a great price.",Clips vs. clamps,1422144000,,
4.0,True,"08 9, 2018",A2KY033OAGMD3A,B00XPSUO5A,"{'Material:': ' Hard Floor', 'Size Name:': ' 30"" x 48""'}",GUILLERMO ARAUZ,I wish they would of been a bit larger,Four Stars,1533772800,,
4.0,False,"10 24, 2007",A20S4G1EXF2OM7,B000GWPTLC,,Electronic Gadgetphile,"Needing to have a wireless network printer, copier and scanner I did a bit of Googling and narrowed in on the HP 6180 as having the combination of features, quality and price that I was after. Most importantly, it supported both PC and Mac operating systems - not all do so it pays to check ahead of time. Unboxing and setup was very good as is typical for HP who really thinks these things through. Loading the software on my Sony SZ laptop was easy but the program is huge and loaded with lots of HP extras that had minimal value for me. Discovering the printer wirelessly on the network was quick and without incident which was good. Trying to print to the unit was another story as I could ""see"" the printer on the network and print a test page from the HP Toolbox but not print from any application including Wordpad which is one recommended by HP's Online Help. I did numerous uninstalls, reinstalls, loaded the latest drivers from HP's very helpful website to no avail. Lastly I spent almost two hours online with HP support and we tried dozens of things but nothing worked. My last resort was to baseline the SZ - a huge pain given the number of applications and necessary updates but good for system stability overall. I reloaded the HP software and it worked - my best guess is that something in the Windows XP Pro OS was corrupted and conflicting with the HP software. Now for the best part. Wifey's MacBook Pro was sitting in the den turned on and connected wirelessly to the network while I was struggling through the Windows install on the Sony SZ. I needed to print some business documents so I emailed the files to her account and went over to her computer to install the HP 6180 and try printing from there. I used the Mac print utility to discover the printer and it was already there. The software was already on the system and setup to print which it did flawlessly. I congratulated her on installing and configuring the software on her Mac however she claimed she didn't do anything. I was amazed. Until I received my new iMac this week. I set it up in the usual painless Mac way, installed the software from HP and it configured itself and was ready to go in less than 15 minutes. The print quality is very good and I like that I can replace individual ink cartridge colors as they deplete as opposed to an entire multi-color cartridge - the unit tells you which colors are low or in need of replacement - will even show up on your host computer as to what the individual ink levels are. Scanning is a bit slow but it works fine and the resolution is good. I haven't hooked up the FAX as the Time Warner VOIP phone system doesn't work with FAX machines. Overall, I really pleased with the unit and it's overall performance on the Mac systems and a bit less so on the PC systems given the interaction with the Windows OS and the size of the software install.",Flawless with Mac,1193184000,3,
4.0,True,"03 27, 2014",ALL3PULH78WNU,B004DOOJWE,,Jennifer Wilson,"I know it says only one (because I went back and looked) but I thought there would be more for the price and the picture.  They are nicely shaped, very sharp and open letters with ease!",I got a red one!,1395878400,,
4.0,True,"03 13, 2015",ABRUSJXQG3QN2,B000ASBKG0,,Joey De,It is the cheapest price for this cartridge that I could find any where . and it does work butt. the package said it expires in a few months so it has been lying around some where for a long time . I think from now on I will buy it from the manufacturer and pay full price . it took ten days to get it and I could only track the day it arrived.,HP 98 Ink cartridge,1426204800,3,
4.0,True,"11 12, 2014",A30BOP74AILP2C,B000WVVJKC,{'Color:': ' Black'},Soccer99,Not much to say. Looks good. Feels sturdy. It's functional. What more can you ask??,Looks good. Feels sturdy,1415750400,,
4.0,True,"06 26, 2017",A8HDQAF8ELOXI,B00006JNJD,"{'Size:': ' Dozen Box', 'Color:': ' Black', 'Style:': ' Fine Pt'}",Bm1976,Great pen. Ink last a long time. Comfortable to write with.,Four Stars,1498435200,,
4.0,False,"01 8, 2017",A3MKASSMJ4RKTR,B000WU4H5C,"{'Size:': ' 6.9""'}",Mass,"I've been using this for a few weeks now and it has really helped with comfort for my hand. My wrist used to get sore after a while of using my mouse, but now it doesn't at all. The gel rest is soft, but also sturdy, the perfect mix of both, and provides adequate comfort. Buy with confidence.",Relieved my wrist pain,1483833600,,['https://images-na.ssl-images-amazon.com/images/I/61nwOi1FG4L._SY88.jpg']
4.0,True,"12 4, 2014",A1KV7MAMHLFMPP,B00AGV7TPW,{'Color:': ' Black'},Stephen L. Tucker,Great for the price and quality. The only con is it's always fiddling and farting around cleaning itself wasting ink.,Canon PIXMA MG6320 Black Wireless Color Photo Printer with Scanner and..,1417651200,,
4.0,True,"10 24, 2014",A7OGMTFUOI695,B000Z5BKR2,{'Size:': ' 21-1/2-Inch by 15-Inch by 12-1/2-Inch'},Ronald W Boisjoli,"Great product as described, best used on flat surface, I use it as a mobile file on the back seat of my car. I would recommend it to any outside sales person a must to have",Great product as described,1414108800,,
4.0,True,"06 12, 2014",A3SE4NU7AGO47Q,B00CLV8ZIU,{'Style:': ' TL906'},Justpeachy85,I use this for classroom use and it works great except the tray does not fold down to be horizontal.  This causes an issue when you try to laminate anything that isn't a full sheet.  I make a lot of games and center activities in my class and it becomes frustrating to have to tape all the pieces and cards down to the lamination pouches before sending them through the machine to ensure they stay where I've laid them. Other than that....this machine is really good.  Heats up within a few minutes and goes through the machine pretty quickly as well.,Like but not love,1402531200,8,
